,Country code,Year,Financing scheme,Function,Provider,Share of current expenditure on health (in %),Share of gross domestic product (in %)
4065,GBR,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ancillary services,0.236,0.023
4066,GBR,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),All providers,20.258,1.976
4067,GBR,2015,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Rest of the economy,3.212,0.313
4068,GBR,2015,Voluntary schemes/household out-of-pocket payments,Ancillary services (non-specified by function),All providers,0.058,0.006
4069,GBR,2015,Voluntary schemes/household out-of-pocket payments,Preventive care,All providers,1.187,0.116
4070,GBR,2015,Voluntary schemes/household out-of-pocket payments,Other health care services unknown,All providers,0.14,0.014
4071,GBR,2015,Voluntary schemes/household out-of-pocket payments,Long-term care (health),All providers,5.727,0.559
4072,GBR,2015,Voluntary schemes/household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,1.35,0.132
4073,GBR,2015,Voluntary schemes/household out-of-pocket payments,Medical goods (non-specified by function),All providers,6.346,0.619
4074,GBR,2015,Voluntary schemes/household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,3.771,0.368
4075,GBR,2015,Voluntary schemes/household out-of-pocket payments,Governance and health system and financing administration,All providers,0.992,0.097
4076,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Hospitals,2.217,0.216
4077,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Residential long-term care facilities,0.65,0.063
4078,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of ambulatory health care,0.585,0.057
4079,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of preventive care,0.22,0.022
4080,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Rest of the world,0.099,0.01
4081,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,0.992,0.097
4082,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,0.182,0.018
4083,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers unknown,0.041,0.004
4084,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of ancillary services,0.236,0.023
4085,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),Rest of the economy,0.156,0.015
4086,GBR,2015,Voluntary health care payment schemes,Current expenditure on health (all functions),All providers,5.38,0.525
4087,GBR,2015,Voluntary health care payment schemes,Ancillary services (non-specified by function),All providers,0.058,0.006
4088,GBR,2015,Voluntary health care payment schemes,Preventive care,All providers,0.544,0.053
4089,GBR,2015,Voluntary health care payment schemes,Other health care services unknown,All providers,0.14,0.014
4090,GBR,2015,Voluntary health care payment schemes,Inpatient curative and rehabilitative care,All providers,1.118,0.109
4091,GBR,2015,Voluntary health care payment schemes,Long-term care (health),All providers,0.702,0.068
4092,GBR,2015,Voluntary health care payment schemes,Outpatient curative and rehabilitative care,All providers,1.083,0.106
4093,GBR,2015,Voluntary health care payment schemes,Medical goods (non-specified by function),All providers,0.182,0.018
4094,GBR,2015,Voluntary health care payment schemes,Governance and health system and financing administration,All providers,0.992,0.097
4095,GBR,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,0.626,0.061
4096,GBR,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,4.391,0.428
4097,GBR,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,3.697,0.361
4098,GBR,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Retailers and other providers of medical goods,3.109,0.303
4099,GBR,2015,Household out-of-pocket payments,Current expenditure on health (all functions),Rest of the economy,3.056,0.298
4100,GBR,2015,Household out-of-pocket payments,Current expenditure on health (all functions),All providers,14.878,1.451
4101,GBR,2015,Household out-of-pocket payments,Preventive care,All providers,0.642,0.063
4102,GBR,2015,Household out-of-pocket payments,Long-term care (health),All providers,5.025,0.49
4103,GBR,2015,Household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,0.232,0.023
4104,GBR,2015,Household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,2.687,0.262
4105,GBR,2015,Household out-of-pocket payments,Medical goods (non-specified by function),All providers,6.164,0.601
4106,GBR,2019,All financing schemes,Current expenditure on health (all functions),Hospitals,40.549,4.004
4107,GBR,2019,All financing schemes,Current expenditure on health (all functions),Residential long-term care facilities,11.341,1.12
4108,GBR,2019,All financing schemes,Current expenditure on health (all functions),Providers of ambulatory health care,23.436,2.314
4109,GBR,2019,All financing schemes,Current expenditure on health (all functions),Providers of preventive care,1.466,0.145
4110,GBR,2019,All financing schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,1.847,0.182
4111,GBR,2019,All financing schemes,Current expenditure on health (all functions),Rest of the world,0.198,0.02
4112,GBR,2019,All financing schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,9.746,0.962
4113,GBR,2019,All financing schemes,Current expenditure on health (all functions),Providers unknown,4.248,0.419
4114,GBR,2019,All financing schemes,Current expenditure on health (all functions),Providers of ancillary services,1.915,0.189
4115,GBR,2019,All financing schemes,Current expenditure on health (all functions),Rest of the economy,5.255,0.519
4116,GBR,2019,All financing schemes,Current expenditure on health (all functions),All providers,100.0,9.875
4117,GBR,2019,All financing schemes,Outpatient curative and rehabilitative care,Providers of ambulatory health care,12.914,1.275
4118,GBR,2019,All financing schemes,Outpatient curative and rehabilitative care,Hospitals,12.054,1.19
4119,GBR,2019,All financing schemes,Outpatient curative and rehabilitative care,Retailers and other providers of medical goods,0.193,0.019
4120,GBR,2019,All financing schemes,Outpatient curative and rehabilitative care,Providers of ancillary services,0.231,0.023
4121,GBR,2019,All financing schemes,Outpatient curative and rehabilitative care,Rest of the economy,0.116,0.011
4122,GBR,2019,All financing schemes,Outpatient curative and rehabilitative care,All providers,25.507,2.519
4123,GBR,2019,All financing schemes,Long-term care (health),Hospitals,0.5,0.049
4124,GBR,2019,All financing schemes,Long-term care (health),Residential long-term care facilities,11.297,1.116
4125,GBR,2019,All financing schemes,Long-term care (health),Providers of ambulatory health care,4.637,0.458
4126,GBR,2019,All financing schemes,Long-term care (health),All providers,17.934,1.771
4127,GBR,2019,All financing schemes,Long-term care (health),Rest of the economy,1.5,0.148
4128,GBR,2019,All financing schemes,Medical goods (non-specified by function),Providers of ambulatory health care,0.417,0.041
4129,GBR,2019,All financing schemes,Medical goods (non-specified by function),Retailers and other providers of medical goods,9.554,0.943
4130,GBR,2019,All financing schemes,Medical goods (non-specified by function),All providers,13.451,1.328
4131,GBR,2019,All financing schemes,Medical goods (non-specified by function),Rest of the economy,3.48,0.344
4132,GBR,2019,All financing schemes,Preventive care,Providers of ambulatory health care,2.697,0.266
4133,GBR,2019,All financing schemes,Preventive care,Providers of preventive care,1.44,0.142
4134,GBR,2019,All financing schemes,Preventive care,Hospitals,0.522,0.052
4135,GBR,2019,All financing schemes,Preventive care,All providers,4.777,0.472
4136,GBR,2019,All financing schemes,Preventive care,Rest of the economy,0.118,0.012
4137,GBR,2019,All financing schemes,Inpatient curative and rehabilitative care,Residential long-term care facilities,0.044,0.004
4138,GBR,2019,All financing schemes,Inpatient curative and rehabilitative care,Hospitals,22.688,2.24
4139,GBR,2019,All financing schemes,Inpatient curative and rehabilitative care,All providers,22.732,2.245
4140,GBR,2019,All financing schemes,Governance and health system and financing administration,Providers of preventive care,0.026,0.003
4141,GBR,2019,All financing schemes,Governance and health system and financing administration,Providers of health care system administration and financing,1.847,0.182
4142,GBR,2019,All financing schemes,Governance and health system and financing administration,Rest of the world,0.009,0.001
4143,GBR,2019,All financing schemes,Governance and health system and financing administration,All providers,1.881,0.186
